"","index","employees.employee.employment.public.union.board.political.labor.employer.government","general.attorney.briefs.solicitor.argued.assistant.cause.curiae.brief.jr","communist.party.organization.board.foreign.registration.act.control.movement.organizations","school.religious.schools.student.establishment.religion.students.forum.program.university","grand.jury.press.information.footnote.privilege.news.criminal.sources.investigation","mr.debate.senator.clause.legislative.said.privilege.plaintiff.office.house","act.congress.committee.answer.service.inquiry.president.united.questions.security","opinion.filed.joined.district.post.respondents.held.argued.dissenting.jj","speech.government.interest.act.interests.governmental.opinion.case.united.states","advertising.commercial.speech.regulations.information.central.cable.marketing.interest.broadcasting","candidates.candidate.political.election.footnote.contributions.party.expenditures.contribution.campaign","injunction.review.maryland.district.restraint.prior.judicial.order.footnote.relief","limits.federal.election.buckley.bcra.contributions.campaign.political.candidates.candidate","affirmed.syllabus.decided.argued.freedom.held.act.law.case.reversed","false.statements.jury.damages.petitioner.malice.times.respondent.actual.trial","solicitation.charitable.fraud.paid.fee.organizations.requirement.telemarketers.circulators.north","flag.words.peace.conviction.ohio.convicted.conduct.street.symbol.group","obscene.obscenity.material.materials.film.sexual.standards.films.indecent.minors","religious.tax.prison.religion.inmates.rfra.exercise.burden.inmate.sales","ordinance.city.picketing.public.streets.ordinances.park.police.permit.regulation","syllabus","caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","landmark"
"291",290,0,0,0,0,0.00483091787439614,0,0,0.265700483091787,0.0338164251207729,0.36231884057971,0,0.0241545893719807,0.00483091787439614,0.0579710144927536,0,0.00483091787439614,0.0531400966183575,0.183574879227053,0,0.00483091787439614,"syllabus291","1977-157","1977-157-01","1977-157-01-01","1977-157-01-01-01","7/3/1978",1,"438 U.S. 726",1977,1506,"Burger","77-528","FEDERAL COMMUNICATIONS COMMISSION v. PACIFICA FOUNDATION et al.","4/18/1978","",338,NA,221,NA,1,38,NA,0,32,NA,32,NA,1,12,3,2,1,3,0,1,0,0,30010,3,1,0,1,NA,2,200,"",103,99,1,5,4,"No"
"292",291,0.293478260869565,0,0,0,0,0,0,0.58695652173913,0,0.016304347826087,0.0108695652173913,0,0.016304347826087,0.0706521739130435,0,0,0,0,0,0.00543478260869565,"syllabus292","1978-025","1978-025-01","1978-025-01-01","1978-025-01-01-01","1/4/1979",1,"439 U.S. 410",1978,1506,"Burger","77-1051","GIVHAN v. WESTERN LINE CONSOLIDATED SCHOOL DISTRICT et al.","11/7/1978","",8,29,21,29,1,117,29,0,84,NA,25,NA,0,12,3,1,1,5,0,1,0,0,30010,3,2,0,2,NA,2,200,"",102,99,1,9,0,"No"
"293",292,0.0324074074074074,0,0.087962962962963,0,0.0185185185185185,0,0,0.222222222222222,0.0972222222222222,0.37037037037037,0,0,0,0.111111111111111,0.00925925925925926,0,0.0509259259259259,0,0,0,"syllabus293","1978-035","1978-035-01","1978-035-01-01","1978-035-01-01-01","2/21/1979",1,"440 U.S. 1",1978,1506,"Burger","77-1163","FRIEDMAN et al. v. ROGERS et al.","11/8/1978","",4,51,165,NA,2,NA,NA,1,119,NA,119,NA,0,1,2,2,1,3,0,1,0,0,30020,3,1,0,2,NA,2,200,"",101,99,1,7,2,"No"
"294",293,0.00267379679144385,0.0053475935828877,0.00267379679144385,0,0.131016042780749,0,0.00267379679144385,0.17379679144385,0.112299465240642,0.0053475935828877,0.00267379679144385,0,0,0.0481283422459893,0.502673796791444,0,0,0.00267379679144385,0.00802139037433155,0,"syllabus294","1978-076","1978-076-01","1978-076-01-01","1978-076-01-01-01","4/18/1979",1,"441 U.S. 153",1978,1506,"Burger","77-1105","HERBERT v. LANDO et al.","10/31/1978","",174,NA,191,NA,1,NA,NA,0,96,NA,22,NA,1,10,3,2,1,3,0,1,0,0,30030,3,1,0,1,NA,2,200,"",95,99,1,6,3,"No"
"295",294,0.432098765432099,0,0,0,0,0,0,0.0185185185185185,0.123456790123457,0,0.0987654320987654,0,0.037037037037037,0.290123456790123,0,0,0,0,0,0,"syllabus295","1978-087","1978-087-01","1978-087-01-01","1978-087-01-01-01","4/30/1979",2,"441 U.S. 463",1978,1506,"Burger","78-1223","SMITH et al. v. ARKANSAS STATE HIGHWAY EMPLOYEES, LOCAL 1315, et al.","","",19,5,8,5,1,117,5,0,46,NA,28,NA,0,12,2,2,1,3,0,1,0,0,30010,3,1,0,2,NA,2,200,"",NA,99,1,7,1,"No"
"296",295,0,0,0.037593984962406,0.0150375939849624,0,0.0150375939849624,0.0827067669172932,0.172932330827068,0.0902255639097744,0,0.556390977443609,0,0,0.0300751879699248,0,0,0,0,0,0,"syllabus296","1978-110","1978-110-01","1978-110-01-01","1978-110-01-01-01","6/4/1979",1,"442 U.S. 191",1978,1506,"Burger","78-647","MARCHIORO et al. v. CHANEY et al.","3/26/1979","",211,NA,211,NA,2,NA,NA,0,302,56,300,56,1,1,3,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,201,"",103,99,1,8,0,"No"
"297",296,0.00613496932515337,0,0.00613496932515337,0,0.374233128834356,0,0,0.263803680981595,0.0736196319018405,0.122699386503067,0,0.00613496932515337,0,0.0122699386503067,0.049079754601227,0,0.0797546012269939,0,0,0.00613496932515337,"syllabus297","1978-142","1978-142-01","1978-142-01-01","1978-142-01-01-01","6/26/1979",1,"443 U.S. 97",1978,1506,"Burger","78-482","SMITH, JUDGE, et al. v. DAILY MAIL PUBLISHING CO. et al.","3/20/1979","",19,57,190,NA,1,NA,NA,0,302,57,300,57,0,12,1,2,3,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",99,99,1,8,0,"No"
"298",297,0,0.00261780104712042,0.00261780104712042,0,0.138743455497382,0.154450261780105,0,0.25130890052356,0.0994764397905759,0,0.0104712041884817,0,0,0,0.337696335078534,0,0,0,0,0.00261780104712042,"syllabus298","1978-143","1978-143-01","1978-143-01-01","1978-143-01-01-01","6/26/1979",1,"443 U.S. 111",1978,1506,"Burger","78-680","HUTCHINSON v. PROXMIRE et al.","4/17/1979","",174,NA,23,NA,1,NA,NA,0,133,NA,27,NA,0,11,2,2,1,4,0,1,0,0,30030,3,1,0,1,NA,1,106,"",99,99,1,8,1,"No"
"299",298,0.0483870967741935,0,0,0,0,0,0.365591397849462,0.344086021505376,0.150537634408602,0.0752688172043011,0,0,0,0,0,0,0,0,0,0.0161290322580645,"syllabus299","1979-022","1979-022-01","1979-022-01-01","1979-022-01-01-01","1/21/1980",1,"444 U.S. 348",1979,1506,"Burger","78-1006","BROWN, SECRETARY OF DEFENSE, et al. v. GLINES","11/6/1979","",324,NA,186,NA,1,3,NA,0,50,NA,29,NA,0,12,2,2,1,3,0,1,0,0,30010,3,1,0,5,1,2,200,"",101,99,1,5,3,"No"
"300",299,0.03756201275691,0,0.00992204110559887,0,0.0666194188518781,0.0191353649893692,0.00141743444365698,0.0297661233167966,0.141743444365698,0,0.00070871722182849,0.678242381289865,0.00070871722182849,0,0.00992204110559887,0.00283486888731396,0,0.00070871722182849,0,0.00070871722182849,"syllabus300","1979-032","1979-032-01","1979-032-01-01","1979-032-01-01-01","2/19/1980",2,"444 U.S. 507",1979,1506,"Burger","78-1871","SNEPP v. UNITED STATES","","",13,60,27,NA,1,14,NA,0,126,NA,24,NA,1,11,2,1,1,4,0,0,0,0,30010,3,1,0,7,NA,NA,NA,"",NA,99,1,6,3,"No"
"301",300,0,0,0,0.00344827586206897,0,0,0,0.320689655172414,0.0896551724137931,0,0,0,0.00689655172413793,0,0,0.468965517241379,0.00689655172413793,0,0,0.103448275862069,"syllabus301","1979-037","1979-037-01","1979-037-01-01","1979-037-01-01-01","2/20/1980",1,"444 U.S. 620",1979,1506,"Burger","78-1335","VILLAGE OF SCHAUMBURG v. CITIZENS FOR A BETTER ENVIRONMENT et al.","10/30/1979","",3,17,149,NA,1,117,17,0,66,NA,27,NA,0,11,2,2,4,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",95,99,1,8,1,"No"
"302",301,0,0,0,0.000689179875947622,0.00964851826326671,0,0,0.0344589937973811,0.0902825637491385,0,0,0.707098552722261,0,0.0344589937973811,0.00206753962784287,0.000689179875947622,0.000689179875947622,0.11302549965541,0,0.00689179875947622,"syllabus302","1979-056","1979-056-01","1979-056-01-01","1979-056-01-01-01","3/18/1980",6,"445 U.S. 308",1979,1506,"Burger","78-1588","VANCE et al. v. UNIVERSAL AMUSEMENT CO., INC., et al.","11/28/1979","",19,51,242,NA,2,NA,NA,0,120,NA,25,NA,1,1,2,2,3,2,0,0,0,0,30190,3,2,0,2,NA,2,200,"",NA,92,1,5,4,"No"
"303",302,0.43010752688172,0.0860215053763441,0.0752688172043011,0,0.021505376344086,0,0,0.301075268817204,0.0268817204301075,0,0.043010752688172,0,0,0,0.0161290322580645,0,0,0,0,0,"syllabus303","1979-064","1979-064-01","1979-064-01-01","1979-064-01-01-01","3/31/1980",1,"445 U.S. 507",1979,1506,"Burger","78-1654","BRANTI v. FINKEL et al.","12/4/1979","",211,NA,8,37,1,NA,NA,0,96,NA,22,NA,0,12,2,2,1,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",103,99,1,6,3,"No"
"304",303,0.0788530465949821,0.003584229390681,0,0.00716845878136201,0,0.003584229390681,0.00716845878136201,0.315412186379928,0.0967741935483871,0,0.003584229390681,0.003584229390681,0,0.003584229390681,0,0,0,0,0,0.476702508960573,"syllabus304","1979-124","1979-124-01","1979-124-01-01","1979-124-01-01-01","6/20/1980",1,"447 U.S. 455",1979,1506,"Burger","79-703","CAREY, STATE'S ATTORNEY OF COOK COUNTY v. BROWN et al.","4/15/1980","",28,17,218,NA,2,NA,NA,0,66,NA,27,NA,0,1,3,2,3,2,0,0,0,0,30150,3,2,0,2,NA,2,231,"",92,92,1,6,3,"No"
"305",304,0.0286885245901639,0.0122950819672131,0,0,0.0204918032786885,0,0.0122950819672131,0.241803278688525,0.270491803278689,0.336065573770492,0,0,0,0.0204918032786885,0,0.00409836065573771,0,0,0,0.0532786885245902,"syllabus305","1979-126","1979-126-01","1979-126-01-01","1979-126-01-01-01","6/20/1980",1,"447 U.S. 530",1979,1506,"Burger","79-134","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. v. PUBLIC SERVICE COMMISSION OF NEW YORK","3/17/1980","",148,NA,4,37,2,117,37,0,302,37,300,37,0,1,3,1,3,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",101,99,1,7,2,"No"
"306",305,0.00460829493087558,0,0,0,0,0.00460829493087558,0,0.317972350230415,0.0691244239631336,0.566820276497696,0,0.0138248847926267,0,0,0,0.00921658986175115,0.00460829493087558,0.00921658986175115,0,0,"syllabus306","1979-127","1979-127-01","1979-127-01-01","1979-127-01-01-01","6/20/1980",1,"447 U.S. 557",1979,1506,"Burger","79-565","CENTRAL HUDSON GAS & ELECTRIC CORP. v. PUBLIC SERVICE COMMISSION OF NEW YORK","3/17/1980","",148,NA,4,37,2,117,37,0,302,37,300,37,0,1,2,1,3,3,0,1,0,0,30020,3,2,0,2,NA,2,200,"",101,99,1,8,1,"No"
"307",306,0,0.00847457627118644,0,0,0.364406779661017,0.0593220338983051,0.00847457627118644,0,0,0,0,0.00847457627118644,0.0169491525423729,0.415254237288136,0.0169491525423729,0,0.0423728813559322,0.0593220338983051,0,0,"syllabus307","1979-154","1979-154-01","1979-154-01-01","1979-154-01-01-01","7/2/1980",7,"448 U.S. 555",1979,1506,"Burger","79-243","RICHMOND NEWSPAPERS, INC., et al. v. VIRGINIA et al.","2/19/1980","",190,NA,28,55,1,NA,NA,0,302,55,300,55,0,11,2,1,1,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",99,99,1,7,1,"Yes"
"308",307,0.00389105058365759,0,0,0.0311284046692607,0,0,0,0.291828793774319,0.0505836575875486,0.0778210116731518,0,0,0.00389105058365759,0.0116731517509728,0.0272373540856031,0,0,0.0544747081712062,0,0.447470817120623,"syllabus308","1980-103","1980-103-01","1980-103-01-01","1980-103-01-01-01","6/1/1981",1,"452 U.S. 61",1980,1506,"Burger","79-1640","SCHAD et al. v. BOROUGH OF MOUNT EPHRAIM","2/25/1981","",117,NA,3,35,2,NA,NA,0,302,35,301,35,0,1,2,1,4,4,0,1,0,0,30190,3,2,0,2,NA,2,200,"",95,92,1,7,2,"No"
"309",308,0,0,0,0,0,0,0.00259067357512953,0.189119170984456,0.178756476683938,0.00259067357512953,0,0,0,0.00259067357512953,0.00259067357512953,0.474093264248705,0.00259067357512953,0.0077720207253886,0.0569948186528497,0.0803108808290155,"syllabus309","1980-128","1980-128-01","1980-128-01-01","1980-128-01-01-01","6/22/1981",1,"452 U.S. 640",1980,1506,"Burger","80-795","HEFFRON, SECRETARY AND MANAGER OF THE MINNESOTA STATE AGRICULTURAL SOCIETY BOARD OF MANAGERS, et al. v. INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS, INC., et al.","4/20/1981","",28,28,130,NA,1,NA,NA,0,302,28,300,28,0,3,3,2,1,4,0,1,0,0,30160,3,1,0,2,NA,2,202,"",95,99,1,5,4,"No"
"310",309,0.00840336134453781,0,0,0.0210084033613445,0.00840336134453781,0.00420168067226891,0.134453781512605,0.420168067226891,0.0336134453781513,0.0252100840336134,0,0.0714285714285714,0.00840336134453781,0.105042016806723,0,0,0.00420168067226891,0.00420168067226891,0,0.151260504201681,"syllabus310","1980-137","1980-137-01","1980-137-01-01","1980-137-01-01-01","6/25/1981",1,"453 U.S. 114",1980,1506,"Burger","80-608","UNITED STATES POSTAL SERVICE v. COUNCIL OF GREENBURGH CIVIC ASSOCIATIONS et al.","4/21/1981","",412,NA,192,NA,2,NA,NA,0,96,NA,96,NA,0,1,NA,2,1,3,0,1,0,0,30010,3,1,0,1,NA,6,600,"18 U.S.C. § 1725",102,99,1,7,2,"No"
"311",310,0,0,0.0078125,0,0,0,0.09375,0.453125,0.015625,0.0390625,0.1875,0,0.125,0.0625,0.0078125,0,0,0,0.0078125,0,"syllabus311","1980-139","1980-139-01","1980-139-01-01","1980-139-01-01-01","6/26/1981",1,"453 U.S. 182",1980,1506,"Burger","79-1952","CALIFORNIA MEDICAL ASSOCIATION et al. v. FEDERAL ELECTION COMMISSION et al.","1/19/1981","",206,NA,343,NA,2,NA,NA,0,50,NA,29,NA,1,1,3,1,1,2,0,0,0,0,30140,3,1,0,1,NA,3,330,"",98,92,1,5,0,"No"
"312",311,0,0,0.0588235294117647,0,0,0,0.52723311546841,0.224400871459695,0.106753812636166,0,0,0.0457516339869281,0,0.00871459694989107,0,0.00871459694989107,0.0130718954248366,0,0,0.0065359477124183,"syllabus312","1980-142","1980-142-01","1980-142-01-01","1980-142-01-01-01","6/29/1981",1,"453 U.S. 280",1980,1506,"Burger","80-83","HAIG, SECRETARY OF STATE v. AGEE","1/14/1981","",328,NA,244,NA,1,28,NA,0,55,NA,32,NA,1,12,2,2,1,4,0,1,0,0,30060,3,1,0,5,4,6,600,"22 U.S.C. § 211",99,99,1,7,2,"No"
"313",312,0,0,0,0,0.00934579439252336,0.00934579439252336,0,0.224299065420561,0.00934579439252336,0.280373831775701,0,0,0.0186915887850467,0,0.0186915887850467,0,0,0,0,0.429906542056075,"syllabus313","1980-149","1980-149-01","1980-149-01-01","1980-149-01-01-01","7/2/1981",7,"453 U.S. 490",1980,1506,"Burger","80-195","METROMEDIA, INC., et al. v. CITY OF SAN DIEGO, et al.","2/25/1981","",101,NA,3,6,2,NA,NA,0,302,6,300,6,0,1,3,1,4,4,0,1,0,0,30020,3,2,0,2,NA,2,200,"",95,92,1,6,3,"No"
"314",313,0,0.00416666666666667,0,0.470833333333333,0,0.00416666666666667,0.00833333333333333,0.1875,0.308333333333333,0.00416666666666667,0,0.00416666666666667,0,0,0,0.00416666666666667,0,0,0,0.00416666666666667,"syllabus314","1981-014","1981-014-01","1981-014-01-01","1981-014-01-01-01","12/8/1981",1,"454 U.S. 263",1981,1507,"Burger","80-689","WIDMAR et al. v. VINCENT et al.","10/6/1981","",26,30,239,NA,1,117,30,0,87,NA,28,NA,0,12,3,2,1,2,0,0,0,0,30170,3,2,0,2,NA,2,203,"",101,99,1,8,1,"No"
"315",314,0,0,0,0,0.0166666666666667,0.0125,0,0.345833333333333,0.075,0.00416666666666667,0.354166666666667,0,0.0791666666666667,0,0,0,0,0,0,0.1125,"syllabus315","1981-015","1981-015-01","1981-015-01-01","1981-015-01-01-01","12/14/1981",1,"454 U.S. 290",1981,1507,"Burger","80-737","CITIZENS AGAINST RENT CONTROL/COALITION FOR FAIR HOUSING et al. v. CITY OF BERKELEY, CALIFORNIA, et al.","10/14/1981","",201,NA,3,6,2,117,6,0,302,6,300,6,1,1,3,1,4,4,0,1,0,0,30140,3,1,0,2,NA,2,201,"",99,99,1,8,1,"No"
"316",315,0,0,0,0,0.03584229390681,0,0,0.301075268817204,0.229390681003584,0.0609318996415771,0,0,0,0,0.00716845878136201,0,0,0.193548387096774,0,0.172043010752688,"syllabus316","1981-054","1981-054-01","1981-054-01-01","1981-054-01-01-01","3/2/1982",1,"455 U.S. 489",1981,1507,"Burger","80-1681","VILLAGE OF HOFFMAN ESTATES et al. v. THE FLIPSIDE, HOFFMAN ESTATES, INC.","12/9/1981","",3,17,238,NA,2,117,17,0,66,NA,27,NA,0,1,3,2,1,4,0,1,0,0,30010,3,1,0,2,NA,2,200,"",98,99,1,8,0,"No"
"317",316,0,0,0,0.0108303249097473,0.0108303249097473,0,0.0072202166064982,0.231046931407942,0.245487364620939,0,0.234657039711191,0.0036101083032491,0,0.0072202166064982,0.234657039711191,0.0036101083032491,0.0036101083032491,0,0.0072202166064982,0,"syllabus317","1981-073","1981-073-01","1981-073-01-01","1981-073-01-01-01","4/5/1982",1,"456 U.S. 45",1981,1507,"Burger","80-1285","BROWN v. HARTLAGE","1/20/1982","",211,NA,211,NA,1,NA,NA,0,302,21,301,21,0,12,2,1,3,4,0,1,0,0,30010,3,2,0,2,NA,2,200,"",92,99,1,9,0,"No"
"318",317,0,0,0,0.0075187969924812,0.545112781954887,0,0.0075187969924812,0.18796992481203,0.206766917293233,0,0,0.0075187969924812,0,0.0263157894736842,0,0.0037593984962406,0,0.0075187969924812,0,0,"syllabus318","1981-135","1981-135-01","1981-135-01-01","1981-135-01-01-01","6/23/1982",1,"457 U.S. 596",1981,1507,"Burger","81-611","GLOBE NEWSPAPER CO. v. SUPERIOR COURT FOR THE COUNTY OF NORFOLK","3/29/1982","",190,NA,6,26,2,NA,NA,0,302,26,300,26,1,1,2,1,3,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",92,92,1,6,3,"No"
"319",318,0.10126582278481,0,0,0.189873417721519,0,0,0,0.544303797468354,0,0.0126582278481013,0,0.0126582278481013,0,0.0253164556962025,0,0,0.113924050632911,0,0,0,"syllabus319","1981-143","1981-143-01","1981-143-01-01","1981-143-01-01-01","6/25/1982",7,"457 U.S. 853",1981,1507,"Burger","80-2043","BOARD OF EDUCATION, ISLAND TREES UNION FREE SCHOOL DISTRICT NO. 26, et al. v. PICO, BY HIS NEXT FRIEND PICO, et al.","3/2/1982","",21,37,239,NA,1,117,37,0,94,NA,22,NA,1,12,4,2,1,2,0,0,0,0,30010,3,2,0,2,3,2,200,"",92,92,1,5,4,"No"
"320",319,0,0.00364963503649635,0,0,0,0,0,0.226277372262774,0.0875912408759124,0.0072992700729927,0,0,0,0.0291970802919708,0.0437956204379562,0,0,0.602189781021898,0,0,"syllabus320","1981-171","1981-171-01","1981-171-01-01","1981-171-01-01-01","7/2/1982",1,"458 U.S. 747",1981,1507,"Burger","81-55","NEW YORK v. FERBER","4/27/1982","",28,37,117,NA,1,NA,NA,0,302,37,300,37,1,12,3,2,1,4,0,1,0,0,30190,3,1,0,2,NA,2,200,"",95,99,1,9,0,"No"
"321",320,0,0,0.0297297297297297,0.0027027027027027,0,0,0.0351351351351351,0.17027027027027,0.0243243243243243,0,0.0027027027027027,0,0,0.367567567567568,0.318918918918919,0,0.0189189189189189,0,0.0216216216216216,0.00810810810810811,"syllabus321","1981-175","1981-175-01","1981-175-01-01","1981-175-01-01-01","7/2/1982",1,"458 U.S. 886",1981,1507,"Burger","81-202","NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE et al. v. CLAIBORNE HARDWARE CO. et al.","3/3/1982","",222,NA,238,NA,1,NA,NA,0,302,29,300,29,0,12,6,1,1,4,0,1,0,0,30150,3,2,0,2,NA,2,200,"",103,99,1,8,0,"Yes"
"322",321,0.00649350649350649,0.012987012987013,0.012987012987013,0,0,0.012987012987013,0.038961038961039,0.142857142857143,0.0324675324675325,0,0.227272727272727,0,0.363636363636364,0.11038961038961,0,0.0324675324675325,0.00649350649350649,0,0,0,"syllabus322","1982-015","1982-015-01","1982-015-01-01","1982-015-01-01-01","12/13/1982",1,"459 U.S. 197",1982,1507,"Burger","81-1506","FEDERAL ELECTION COMMISSION et al. v. NATIONAL RIGHT TO WORK COMMITTEE et al.","11/1/1982","",343,NA,201,NA,1,43,NA,0,55,NA,32,NA,0,12,3,2,1,3,0,1,0,0,30140,3,1,0,4,1,3,330,"",102,99,1,9,0,"No"
"323",322,0.40506329113924,0,0,0.180379746835443,0,0.00949367088607595,0,0.218354430379747,0.107594936708861,0,0.00316455696202532,0,0.00316455696202532,0.0348101265822785,0,0,0.00316455696202532,0,0,0.0348101265822785,"syllabus323","1982-030","1982-030-01","1982-030-01-01","1982-030-01-01-01","2/23/1983",1,"460 U.S. 37",1982,1507,"Burger","81-896","PERRY EDUCATION ASSOCIATION v. PERRY LOCAL EDUCATORS' ASSOCIATION et al.","10/13/1982","",249,NA,249,NA,2,117,18,0,69,NA,27,NA,0,1,3,2,1,3,0,1,0,0,30010,3,1,0,2,NA,2,200,"",95,99,1,5,4,"No"
"324",323,0,0,0,0,0.00793650793650794,0.0595238095238095,0,0.107142857142857,0.293650793650794,0,0,0.0238095238095238,0.0158730158730159,0,0,0,0,0,0.492063492063492,0,"syllabus324","1982-050","1982-050-01","1982-050-01-01","1982-050-01-01-01","3/29/1983",1,"460 U.S. 575",1982,1507,"Burger","81-1839","MINNEAPOLIS STAR & TRIBUNE CO. v. MINNESOTA COMMISSIONER OF REVENUE","1/12/1983","",190,NA,28,28,2,NA,NA,0,302,28,300,28,0,1,2,1,3,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",104,99,1,8,1,"No"
"325",324,0.481481481481481,0.0202020202020202,0,0,0,0,0.0538720538720539,0.265993265993266,0.131313131313131,0,0,0,0,0,0.0303030303030303,0,0.0101010101010101,0.00673400673400673,0,0,"syllabus325","1982-065","1982-065-01","1982-065-01-01","1982-065-01-01-01","4/20/1983",1,"461 U.S. 138",1982,1507,"Burger","81-1251","CONNICK, DISTRICT ATTORNEY IN AND FOR THE PARISH OF ORLEANS, LOUISIANA v. MYERS","11/8/1982","",19,22,8,22,1,NA,NA,0,75,NA,25,NA,0,12,2,2,1,3,0,1,0,0,30010,3,1,0,2,NA,2,200,"",95,99,1,5,4,"No"
"326",325,0,0,0.0327868852459016,0.0245901639344262,0,0.00819672131147541,0,0.352459016393443,0.0819672131147541,0,0,0,0.00409836065573771,0,0,0,0.00819672131147541,0,0,0.487704918032787,"syllabus326","1982-066","1982-066-01","1982-066-01-01","1982-066-01-01-01","4/20/1983",1,"461 U.S. 171",1982,1507,"Burger","81-1863","UNITED STATES et al. v. GRACE et al.","1/18/1983","",27,NA,218,NA,2,NA,NA,0,55,NA,32,NA,0,1,3,2,2,6,1,0,0,0,30010,3,2,0,1,NA,2,200,"",95,99,1,9,0,"No"
"327",326,0,0,0,0.00485436893203883,0,0,0.0922330097087379,0.29126213592233,0,0.00485436893203883,0.111650485436893,0,0.0533980582524272,0,0,0,0,0.00485436893203883,0.436893203883495,0,"syllabus327","1982-082","1982-082-01","1982-082-01-01","1982-082-01-01-01","5/23/1983",1,"461 U.S. 540",1982,1507,"Burger","81-2338","REGAN, SECRETARY OF THE TREASURY, et al. v. TAXATION WITH REPRESENTATION OF WASHINGTON","3/22/1983","",408,NA,207,NA,2,69,NA,0,55,NA,32,NA,0,1,3,2,1,3,0,1,0,0,30010,3,1,0,1,NA,2,200,"",102,99,1,9,0,"No"
"328",327,0,0.00492610837438424,0,0.00985221674876847,0,0,0,0.334975369458128,0.261083743842365,0.315270935960591,0,0,0,0,0.0147783251231527,0,0,0.0591133004926108,0,0,"syllabus328","1982-135","1982-135-01","1982-135-01-01","1982-135-01-01-01","6/24/1983",1,"463 U.S. 60",1982,1507,"Burger","81-1590","BOLGER et al. v. YOUNGS DRUG PRODUCTS CORP.","1/12/1983","",412,NA,143,NA,2,NA,NA,0,55,NA,55,NA,0,1,NA,2,2,2,0,0,0,0,30020,3,2,0,1,NA,6,600,"39 U.S.C. § 3001",98,99,1,8,0,"No"
"329",328,0,0.00423728813559322,0,0.644067796610169,0.00423728813559322,0,0,0.279661016949153,0,0,0.0127118644067797,0,0,0,0,0,0.00423728813559322,0,0.0508474576271186,0,"syllabus329","1982-146","1982-146-01","1982-146-01-01","1982-146-01-01-01","6/29/1983",1,"463 U.S. 388",1982,1507,"Burger","82-195","MUELLER et al. v. ALLEN et al.","4/18/1983","",25,28,28,28,1,117,28,0,83,NA,28,NA,0,2,2,1,1,2,0,0,0,0,30180,3,1,0,2,NA,2,203,"",102,99,1,5,4,"No"
"330",329,0,0,0,0,0.658682634730539,0,0.0029940119760479,0.125748502994012,0.12874251497006,0,0,0,0,0,0,0,0,0.0808383233532934,0,0.0029940119760479,"syllabus330","1983-023","1983-023-01","1983-023-01-01","1983-023-01-01-01","1/18/1984",1,"464 U.S. 501",1983,1507,"Burger","82-556","PRESS-ENTERPRISE CO. v. SUPERIOR COURT OF CALIFORNIA, RIVERSIDE COUNTY","10/12/1983","",190,NA,6,6,1,NA,NA,0,302,6,301,6,0,11,9,1,1,5,0,1,0,0,30010,3,2,0,2,NA,2,200,"",99,99,1,9,0,"No"
"331",330,0.473354231974922,0,0.0125391849529781,0,0.00313479623824451,0,0.00940438871473354,0.454545454545455,0.0250783699059561,0,0.00940438871473354,0,0.00940438871473354,0,0,0,0,0,0,0.00313479623824451,"syllabus331","1983-035","1983-035-01","1983-035-01-01","1983-035-01-01-01","2/21/1984",1,"465 U.S. 271",1983,1507,"Burger","82-898","MINNESOTA STATE BOARD FOR COMMUNITY COLLEGES v. KNIGHT et al.","11/1/1983","",2,28,8,28,2,117,28,1,83,NA,83,NA,0,1,NA,2,1,3,0,1,0,0,30010,3,1,0,2,NA,2,200,"",104,99,1,6,3,"No"
"332",331,0,0,0,0.507853403141361,0,0.00523560209424084,0.0523560209424084,0.164921465968586,0.157068062827225,0,0,0.0104712041884817,0,0.0287958115183246,0,0.0157068062827225,0.0209424083769634,0,0,0.0366492146596859,"syllabus332","1983-048","1983-048-01","1983-048-01-01","1983-048-01-01-01","3/5/1984",1,"465 U.S. 668",1983,1507,"Burger","82-1256","LYNCH, MAYOR OF PAWTUCKET, et al. v. DONNELLY et al.","10/4/1983","",227,NA,3,47,1,NA,NA,0,113,NA,21,NA,1,12,2,2,1,3,0,1,0,0,30170,3,1,0,2,NA,2,203,"",99,99,1,5,4,"No"
